=== UNMATCHED WARDS REPORT (Total: 1030) ===

PROVINCE             | DISTRICT             | WARD (Not Found)               | ID
Sơn La               | Sốp Cộp              | Đề Thám                        | 8853
Sơn La               | Thuận Châu           | TT. Thuận Châu                 | 21258
Sơn La               | Yên Châu             | TT. Yên Châu                   | 21271
Tây Ninh             | Bến Cầu              | TT. Bến Cầu                    | 20736
Tây Ninh             | Châu Thành           | TT. Châu Thành                 | 20737
Tây Ninh             | Gò Dầu               | TT. Gò Dầu                     | 20739
Tây Ninh             | Hòa Thành            | Long Hoa                       | 20731
Tây Ninh             | Tân Biên             | TT. Tân Biên                   | 20740
Tây Ninh             | Tân Châu             | TT. Tân Châu                   | 20741
Tây Ninh             | Trảng Bàng           | Phước Bình                     | 20733
Thái Bình            | Đông Hưng            | TT. Đông Hưng                  | 21046
Thái Bình            | Hưng Hà              | Kim Trung                      | 9679
Thái Bình            | Hưng Hà              | TT. Hưng Hà                    | 21048
Thái Bình            | Kiến Xương           | TT. Kiến Xương                 | 21051
Thái Bình            | Kiến Xương           | Vũ Quý                         | 9727
Thái Bình            | Quỳnh Phụ            | An Quý                         | 9742
Thái Bình            | Tiền Hải             | TT. Tiền Hải                   | 21059
Thái Bình            | Vũ Thư               | TT. Vũ Thư                     | 21061
Thái Nguyên          | Đồng Hỷ              | Chùa Hang                      | 9963
Thái Nguyên          | Đồng Hỷ              | Đồng Bẩm                       | 9964
Thái Nguyên          | Đồng Hỷ              | Huống Thượng                   | 9969
Thái Nguyên          | Đồng Hỷ              | Làng Đông                      | 9971
Thái Nguyên          | Đồng Hỷ              | Linh Sơn                       | 9972
Thái Nguyên          | Phổ Yên              | Nông trường Bắc Sơn            | 9990
Thái Nguyên          | Phú Bình             | Đồng Liên                      | 10004
Thái Nguyên          | Phú Lương            | Sơn Cẩm                        | 10030
Thanh Hóa            | Cẩm Thủy             | TT. Phong Sơn                  | 21007
Thanh Hóa            | Đông Sơn             | Đông Hưng                      | 9040
Thanh Hóa            | Đông Sơn             | Đông Xuân                      | 9054
Thanh Hóa            | Hà Trung             | Lĩnh Toại                      | 21026
Thanh Hóa            | Hà Trung             | TT. Hà Trung                   | 21023
Thanh Hóa            | Hà Trung             | Yên Dương                      | 21028
Thanh Hóa            | Hà Trung             | Yến Sơn                        | 21024
Thanh Hóa            | Hậu Lộc              | TT. Hậu Lộc                    | 21031
Thanh Hóa            | Hoằng Hóa            | Hoằng Lý                       | 9127
Thanh Hóa            | Nga Sơn              | TT. Nga Sơn                    | 21035
Thanh Hóa            | Như Xuân             | Bãi Chành                      | 9237
Thanh Hóa            | Nông Cống            | Minh Thọ                       | 9262
Thanh Hóa            | Nông Cống            | TT. Nông Cống                  | 21039
Thanh Hóa            | Quan Sơn             | Anh Sơn                        | 9466
Thanh Hóa            | Quan Sơn             | Bình Minh                      | 9467
Thanh Hóa            | Quan Sơn             | Các Sơn                        | 9468
Thanh Hóa            | Quan Sơn             | Định Hải                       | 9469
Thanh Hóa            | Quan Sơn             | Hải An                         | 9470
Thanh Hóa            | Quan Sơn             | Hải Bình                       | 9471
Thanh Hóa            | Quan Sơn             | Hải Châu                       | 9472
Thanh Hóa            | Quan Sơn             | Hải Hà                         | 9473
Thanh Hóa            | Quan Sơn             | Hải Hòa                        | 9474
Thanh Hóa            | Quan Sơn             | Hải Lĩnh                       | 9475
Thanh Hóa            | Quan Sơn             | Hải Nhân                       | 9476
Thanh Hóa            | Quan Sơn             | Hải Ninh                       | 9477
Thanh Hóa            | Quan Sơn             | Hải Thanh                      | 9478
Thanh Hóa            | Quan Sơn             | Hải Thượng                     | 9479
Thanh Hóa            | Quan Sơn             | Hải Yến                        | 9480
Thanh Hóa            | Quan Sơn             | Mai Lâm                        | 9482
Thanh Hóa            | Quan Sơn             | Nghi Sơn                       | 9483
Thanh Hóa            | Quan Sơn             | Ngọc Lĩnh                      | 9484
Thanh Hóa            | Quan Sơn             | Nguyên Bình                    | 9485
Thanh Hóa            | Quan Sơn             | Ninh Hải                       | 9486
Thanh Hóa            | Quan Sơn             | Phú Lâm                        | 9487
Thanh Hóa            | Quan Sơn             | Phú Sơn                        | 9488
Thanh Hóa            | Quan Sơn             | Tân Dân                        | 9489
Thanh Hóa            | Quan Sơn             | Tân Trường                     | 9490
Thanh Hóa            | Quan Sơn             | Thanh Sơn                      | 9491
Thanh Hóa            | Quan Sơn             | Thanh Thủy                     | 9492
Thanh Hóa            | Quan Sơn             | Tĩnh Hải                       | 9493
Thanh Hóa            | Quan Sơn             | Trúc Lâm                       | 9495
Thanh Hóa            | Quan Sơn             | Trường Lâm                     | 9496
Thanh Hóa            | Quan Sơn             | Tùng Lâm                       | 9497
Thanh Hóa            | Quan Sơn             | Xuân Lâm                       | 9498
Thanh Hóa            | Quảng Xương          | Tiên Trang                     | 21042
Thanh Hóa            | Quảng Xương          | Tiên Trang                     | 21043
Thanh Hóa            | Quảng Xương          | TT. Tân Phong                  | 21041
Thanh Hóa            | Thanh Hóa            | An Hưng                        | 20977
Thanh Hóa            | Thanh Hóa            | Long Anh                       | 20979
Thanh Hóa            | Thiệu Hóa            | Minh Tâm                       | 21050
Thanh Hóa            | Thiệu Hóa            | Tân Châu                       | 21049
Thanh Hóa            | Thiệu Hóa            | TT. Thiệu Hóa                  | 21047
Thanh Hóa            | Thọ Xuân             | Phú Xuân                       | 21056
Thanh Hóa            | Thọ Xuân             | Thuận Minh                     | 21057
Thanh Hóa            | Thọ Xuân             | Thuận Minh                     | 21058
Thanh Hóa            | Thọ Xuân             | Trường Xuân                    | 21055
Thanh Hóa            | Thọ Xuân             | TT. Thọ Xuân                   | 21052
Thanh Hóa            | Thường Xuân          | TT. Thường Xuân                | 21060
Thanh Hóa            | Thường Xuân          | Xuân Khao                      | 9459
Thanh Hóa            | Thường Xuân          | Xuân Mỹ                        | 9463
Thanh Hóa            | Triệu Sơn            | Giắt                           | 9538
Thanh Hóa            | Triệu Sơn            | TT. Nưa                        | 21063
Thanh Hóa            | Triệu Sơn            | TT. Triệu Sơn                  | 21062
Thanh Hóa            | Vĩnh Lộc             | TT. Vĩnh Lộc                   | 21065
Thanh Hóa            | Yên Định             | Nông trường Thống Nhất         | 9593
Thừa Thiên Huế       | A Lưới               | Hồng Nam                       | 10106
Thừa Thiên Huế       | A Lưới               | Lâm Đớt                        | 21294
Thừa Thiên Huế       | A Lưới               | Quảng Nhâm                     | 21295
Thừa Thiên Huế       | A Lưới               | Trung Sơn                      | 21296
Thừa Thiên Huế       | A Lưới               | TT. A Lưới                     | 21293
Thừa Thiên Huế       | Huế                  | Đông Ba                        | 21288
Thừa Thiên Huế       | Huế                  | Gia Hội                        | 21289
Thừa Thiên Huế       | Huế                  | Hương An                       | 10161
Thừa Thiên Huế       | Huế                  | Hương Thọ                      | 10165
Thừa Thiên Huế       | Huế                  | Hương Vinh                     | 10169
Thừa Thiên Huế       | Huế                  | P. Hải Dương                   | 10159
Thừa Thiên Huế       | Huế                  | Phú Dương                      | 10217
Thừa Thiên Huế       | Huế                  | Phú Thượng                     | 10223
Thừa Thiên Huế       | Huế                  | Thuận An                       | 10225
Thừa Thiên Huế       | Huế                  | Thủy Bằng                      | 10148
Thừa Thiên Huế       | Huế                  | Thủy Vân                       | 10156
Thừa Thiên Huế       | Huế                  | Vỹ Dạ                          | 10143
Thừa Thiên Huế       | Nam Đông             | Hương Xuân                     | 21300
Thừa Thiên Huế       | Phong Điền           | TT. Phong Điền                 | 21304
Thừa Thiên Huế       | Phú Lộc              | Giang Hải                      | 21325
Thừa Thiên Huế       | Phú Lộc              | TT. Phú Lộc                    | 21331
Thừa Thiên Huế       | Phú Vang             | Phú Gia                        | 21347
Thừa Thiên Huế       | Quảng Điền           | Vinh Thanh                     | 10241
Tiền Giang           | Cái Bè               | TT. Cái Bè                     | 20578
Tiền Giang           | Cai Lậy              | Bình Phú                       | 10275
Tiền Giang           | Cai Lậy              | Cẩm Sơn                        | 10276
Tiền Giang           | Cai Lậy              | Hiệp Đức                       | 10277
Tiền Giang           | Cai Lậy              | Hội Xuân                       | 10278
Tiền Giang           | Cai Lậy              | Long Tiên                      | 10280
Tiền Giang           | Cai Lậy              | Long Trung                     | 10281
Tiền Giang           | Cai Lậy              | Mỹ Long                        | 10284
Tiền Giang           | Cai Lậy              | Mỹ Thành Bắc                   | 10286
Tiền Giang           | Cai Lậy              | Mỹ Thành Nam                   | 10287
Tiền Giang           | Cai Lậy              | Ngũ Hiệp                       | 10288
Tiền Giang           | Cai Lậy              | Phú An                         | 10291
Tiền Giang           | Cai Lậy              | Phú Cường                      | 10292
Tiền Giang           | Cai Lậy              | Phú Nhuận                      | 10293
Tiền Giang           | Cai Lậy              | Tân Phong                      | 10298
Tiền Giang           | Cai Lậy              | Thạnh Lộc                      | 10301
Tiền Giang           | Châu Thành           | Phước Thạnh                    | 10315
Tiền Giang           | Chợ Gạo              | TT. Chợ Gạo                    | 20579
Tiền Giang           | Gò Công Đông         | Bình Đông                      | 10357
Tiền Giang           | Gò Công Đông         | TT. Tân Hòa                    | 20580
Tiền Giang           | Gò Công Tây          | TT. Vĩnh Bình                  | 20581
Trà Vinh             | Càng Long            | Ðức Mỹ                         | 10423
Trà Vinh             | Cầu Kè               | TT. Cầu Kè                     | 20712
Trà Vinh             | Cầu Ngang            | Hiệp Mỹ                        | 10442
Trà Vinh             | Cầu Ngang            | TT. Cầu Ngang                  | 20713
Trà Vinh             | Châu Thành           | TT. Châu Thành                 | 20716
Trà Vinh             | Duyên Hải            | Dân Thành                      | 10466
Trà Vinh             | Duyên Hải            | Hiệp Thạnh                     | 10468
Trà Vinh             | Duyên Hải            | Long Hữu                       | 10469
Trà Vinh             | Duyên Hải            | Long Toàn                      | 10471
Trà Vinh             | Duyên Hải            | Phường 1                       | 20709
Trà Vinh             | Duyên Hải            | Phường 2                       | 20710
Trà Vinh             | Duyên Hải            | Trường Long Hòa                | 10474
Trà Vinh             | Duyên Hải            | TT. Long Thành                 | 20711
Trà Vinh             | Tiểu Cần             | TT. Tiểu Cần                   | 20718
Trà Vinh             | Trà Cú               | TT. Định An                    | 20723
Trà Vinh             | Trà Cú               | TT. Trà Cú                     | 20722
Tuyên Quang          | Lâm Bình             | Minh Quang                     | 10516
Tuyên Quang          | Lâm Bình             | Phúc Sơn                       | 10520
Tuyên Quang          | Lâm Bình             | TT. Lăng Can                   | 20835
Tuyên Quang          | Na Hang              | Khuôn Hà                       | 10556
Tuyên Quang          | Na Hang              | Lăng Can                       | 10557
Tuyên Quang          | Na Hang              | Phúc Yên                       | 10559
Tuyên Quang          | Na Hang              | Thượng Lâm                     | 10564
Tuyên Quang          | Na Hang              | Thúy Loa                       | 10566
Tuyên Quang          | Na Hang              | Trùng Khánh                    | 10567
Tuyên Quang          | Na Hang              | TT. Na Hang                    | 20842
Tuyên Quang          | Na Hang              | Vĩnh Yên                       | 10568
Tuyên Quang          | Na Hang              | Xuân Lập                       | 10569
Tuyên Quang          | Na Hang              | Xuân Tân                       | 10570
Tuyên Quang          | Na Hang              | Xuân Tiến                      | 10571
Tuyên Quang          | Sơn Dương            | Tân Thanh                      | 20847
Tuyên Quang          | Sơn Dương            | Trường Sinh                    | 20848
Tuyên Quang          | Sơn Dương            | TT. Sơn Dương                  | 20849
Tuyên Quang          | Tuyên Quang          | Kim Phú                        | 20828
Tuyên Quang          | Tuyên Quang          | Mỹ Lâm                         | 20825
Tuyên Quang          | Yên Sơn              | An Khang                       | 10612
Tuyên Quang          | Yên Sơn              | An Tường                       | 10613
Tuyên Quang          | Yên Sơn              | Đội Cấn                        | 10619
Tuyên Quang          | Yên Sơn              | Lưỡng Vượng                    | 10627
Tuyên Quang          | Yên Sơn              | Thái Long                      | 10639
Tuyên Quang          | Yên Sơn              | Tháng Mười                     | 10640
Tuyên Quang          | Yên Sơn              | TT. Yên Sơn                    | 20857
Vĩnh Long            |  Vũng Liêm           | TT. Vũng Liêm                  | 20729
Vĩnh Long            | Long Hồ              | TT. Long Hồ                    | 20726
Vĩnh Long            | Tam Bình             | TT. Tam Bình                   | 20727
Vĩnh Long            | Trà Ôn               | TT. Trà Ôn                     | 20728
Vĩnh Phúc            | Lập Thạch            | TT. Lập Thạch                  | 20980
Vĩnh Phúc            | Sông Lô              | TT. Tam Sơn                    | 20987
Vĩnh Phúc            | Tam Đảo              | TT. Tam Đảo                    | 20983
Vĩnh Phúc            | Yên Lạc              | TT. Yên Lạc                    | 20986
Yên Bái              | Lục Yên              | Xuân Minh                      | 1501
Yên Bái              | Nghĩa Lộ             | Hạnh Sơn                       | 1556
Yên Bái              | Nghĩa Lộ             | Nông Trường Nghĩa Lộ           | 1564
Yên Bái              | Nghĩa Lộ             | Phù Nham                       | 1566
Yên Bái              | Nghĩa Lộ             | Phúc Sơn                       | 1567
Yên Bái              | Nghĩa Lộ             | Sơn A                          | 1568
Yên Bái              | Nghĩa Lộ             | Thạch Lương                    | 20976
Yên Bái              | Nghĩa Lộ             | Thanh Lương                    | 20975
Yên Bái              | Trạm Tấu             | TT. Trạm Tấu                   | 20905
Yên Bái              | Văn Chấn             | Nông Trường Liên Sơn           | 1563
Yên Bái              | Văn Chấn             | Nông Trường Trần Phú           | 1565
Yên Bái              | Yên Bình             | TT. Yên Bình                   | 20967
